"X2" "X1.x" "X3.x" "X1.y" "X3.y"
"1" "003b05010cc977db32aef352dd3a3e58" 7 "chemoheterotrophy" 8438 "Alistipes"
"2" "003b05010cc977db32aef352dd3a3e58" 8 "fermentation" 8438 "Alistipes"
"11" "00e622aa58baf5155eca62d0a37e1b44" 25 "chemoheterotrophy" 2782 "Lactobacillus"
"12" "00e622aa58baf5155eca62d0a37e1b44" 26 "fermentation" 2782 "Lactobacillus"
"21" "011dadb6438586829a1240c3a68ccec5" 28 "chemoheterotrophy" 7602 "Akkermansia"
"23" "011dadb6438586829a1240c3a68ccec5" 27 "aerobic_chemoheterotrophy" 7602 "Akkermansia"
"31" "01224e8dc7a7b7ecd999c7c5703b5594" 31 "chemoheterotrophy" 1686 "Barnesiella"
"32" "01224e8dc7a7b7ecd999c7c5703b5594" 32 "fermentation" 1686 "Barnesiella"
"41" "0235874a04b893c70ec25687bc956708" 63 "fermentation" 1850 "Succinispira"
"42" "0235874a04b893c70ec25687bc956708" 62 "chemoheterotrophy" 1850 "Succinispira"
"51" "0259782a3c4331cc14dbb2855554a2c8" 69 "chemoheterotrophy" 5316 "Elizabethkingia"
"55" "0259782a3c4331cc14dbb2855554a2c8" 68 "aerobic_chemoheterotrophy" 5316 "Elizabethkingia"
"131" "0339ef0314f92ad0e79130b87c63c9fa" 122 "chemoheterotrophy" 1434 "Elizabethkingia"
"139" "0339ef0314f92ad0e79130b87c63c9fa" 121 "aerobic_chemoheterotrophy" 1434 "Elizabethkingia"
"211" "0392a583a2da87c8ad4740c0885c7b5a" 141 "aromatic_compound_degradation" 5458 "Papillibacter"
"213" "0392a583a2da87c8ad4740c0885c7b5a" 142 "chemoheterotrophy" 5458 "Papillibacter"
"221" "03b11fb39c7d189a78a405aa4f6bf9fc" 146 "fermentation" 7290 "Alistipes"
"222" "03b11fb39c7d189a78a405aa4f6bf9fc" 145 "chemoheterotrophy" 7290 "Alistipes"
"231" "03cabe5bd85f88b82e39a6d4aedf19c7" 148 "fermentation" 4241 "Alistipes"
"232" "03cabe5bd85f88b82e39a6d4aedf19c7" 147 "chemoheterotrophy" 4241 "Alistipes"
"241" "044e4d9a2cef568052beb370f515407a" 179 "aliphatic_non_methane_hydrocarbon_degradation" 8087 "Alkanindiges"
"245" "044e4d9a2cef568052beb370f515407a" 181 "hydrocarbon_degradation" 8087 "Alkanindiges"
"253" "044e4d9a2cef568052beb370f515407a" 180 "chemoheterotrophy" 8087 "Alkanindiges"
"361" "05e4af338300f3938f3f8c23d1a998cb" 214 "hydrocarbon_degradation" 352 "Alkanindiges"
