"X2" "X1.x" "X3.x" "X1.y" "X3.y"
"1" "00e622aa58baf5155eca62d0a37e1b44" 26 "fermentation" 2782 "Lactobacillus"
"8" "00e622aa58baf5155eca62d0a37e1b44" 25 "chemoheterotrophy" 2782 "Lactobacillus"
"393" "033231bb6b6632f20be7049c5344c2d0" 113 "animal_parasites_or_symbionts" 1474 "Dorea"
"407" "033231bb6b6632f20be7049c5344c2d0" 114 "chemoheterotrophy" 1474 "Dorea"
"414" "033231bb6b6632f20be7049c5344c2d0" 116 "human_associated" 1474 "Dorea"
"435" "033231bb6b6632f20be7049c5344c2d0" 115 "fermentation" 1474 "Dorea"
"470" "033231bb6b6632f20be7049c5344c2d0" 117 "human_gut" 1474 "Dorea"
"645" "033231bb6b6632f20be7049c5344c2d0" 118 "mammal_gut" 1474 "Dorea"
"1569" "0677137d1ad2f0f389fbd34c6cbc413f" 232 "chemoheterotrophy" 7567 "Selenomonas"
"1597" "0677137d1ad2f0f389fbd34c6cbc413f" 233 "fermentation" 7567 "Selenomonas"
"1961" "08e8ed3a513a88b5599f505242a281eb" 319 "fermentation" 7860 "Lactobacillus"
"1975" "08e8ed3a513a88b5599f505242a281eb" 318 "chemoheterotrophy" 7860 "Lactobacillus"
"2353" "0c8502358f1642cba633f300ca620df9" 421 "chemoheterotrophy" 1705 "Lactobacillus"
"2360" "0c8502358f1642cba633f300ca620df9" 422 "fermentation" 1705 "Lactobacillus"
"2745" "0dcf5b7891ead3cd514207102b403201" 439 "animal_parasites_or_symbionts" 5535 "Dorea"
"2752" "0dcf5b7891ead3cd514207102b403201" 441 "fermentation" 5535 "Dorea"
"2759" "0dcf5b7891ead3cd514207102b403201" 440 "chemoheterotrophy" 5535 "Dorea"
"2913" "0dcf5b7891ead3cd514207102b403201" 442 "human_associated" 5535 "Dorea"
"2927" "0dcf5b7891ead3cd514207102b403201" 443 "human_gut" 5535 "Dorea"
"2934" "0dcf5b7891ead3cd514207102b403201" 444 "mammal_gut" 5535 "Dorea"
"3921" "109fce818b5415ddb3b2e3b712bfc328" 519 "chemoheterotrophy" 10383 "Selenomonas"
"3935" "109fce818b5415ddb3b2e3b712bfc328" 520 "fermentation" 10383 "Selenomonas"
"4313" "110f17d8d8d5aac6bd29054ae11ff491" 529 "chemoheterotrophy" 731 "Pediococcus"
"4320" "110f17d8d8d5aac6bd29054ae11ff491" 530 "fermentation" 731 "Pediococcus"
"4705" "15dc5048a28977a96585ba9a2fb03362" 647 "chemoheterotrophy" 4807 "Lactobacillus"
"4733" "15dc5048a28977a96585ba9a2fb03362" 648 "fermentation" 4807 "Lactobacillus"
"5097" "17839c637d5f00068f740bd5d477af5c" 690 "fermentation" 707 "Collinsella"
"5104" "17839c637d5f00068f740bd5d477af5c" 689 "chemoheterotrophy" 707 "Collinsella"
"5489" "18a2af2cd9bff492a4653fc3f5edf566" 716 "chemoheterotrophy" 2165 "Dorea"
"5496" "18a2af2cd9bff492a4653fc3f5edf566" 715 "animal_parasites_or_symbionts" 2165 "Dorea"
"5510" "18a2af2cd9bff492a4653fc3f5edf566" 717 "fermentation" 2165 "Dorea"
"5552" "18a2af2cd9bff492a4653fc3f5edf566" 720 "mammal_gut" 2165 "Dorea"
"5594" "18a2af2cd9bff492a4653fc3f5edf566" 718 "human_associated" 2165 "Dorea"
"5650" "18a2af2cd9bff492a4653fc3f5edf566" 719 "human_gut" 2165 "Dorea"
"6665" "1a771ec671c407782bb16d62302d6b51" 776 "fermentation" 9259 "Lactobacillus"
"6672" "1a771ec671c407782bb16d62302d6b51" 775 "chemoheterotrophy" 9259 "Lactobacillus"
"7057" "1a8c6fece7040cdd008cb14a3b9ff098" 778 "fermentation" 10512 "Lactobacillus"
"7064" "1a8c6fece7040cdd008cb14a3b9ff098" 777 "chemoheterotrophy" 10512 "Lactobacillus"
"7449" "1e74bf8df9e348569148f6d6c66560e0" 886 "chemoheterotrophy" 6237 "Collinsella"
"7463" "1e74bf8df9e348569148f6d6c66560e0" 887 "fermentation" 6237 "Collinsella"
"7841" "1f257c735ca3d9fbe788882bccd8918e" 914 "chemoheterotrophy" 3905 "Collinsella"
"7855" "1f257c735ca3d9fbe788882bccd8918e" 915 "fermentation" 3905 "Collinsella"
"8233" "244bee25b63f157f89f1e97e608f5c47" 1066 "chemoheterotrophy" 3700 "Lactobacillus"
"8240" "244bee25b63f157f89f1e97e608f5c47" 1067 "fermentation" 3700 "Lactobacillus"
"8625" "24bfd68e5792f63c7b84c4c23b0ec331" 1081 "chemoheterotrophy" 2269 "Selenomonas"
"8632" "24bfd68e5792f63c7b84c4c23b0ec331" 1082 "fermentation" 2269 "Selenomonas"
"9017" "26a504a283b7aa70020bf9b698a7fd56" 1148 "chemoheterotrophy" 1681 "Dorea"
"9024" "26a504a283b7aa70020bf9b698a7fd56" 1147 "animal_parasites_or_symbionts" 1681 "Dorea"
"9045" "26a504a283b7aa70020bf9b698a7fd56" 1149 "fermentation" 1681 "Dorea"
"9101" "26a504a283b7aa70020bf9b698a7fd56" 1150 "human_associated" 1681 "Dorea"
"9269" "26a504a283b7aa70020bf9b698a7fd56" 1151 "human_gut" 1681 "Dorea"
"9367" "26a504a283b7aa70020bf9b698a7fd56" 1152 "mammal_gut" 1681 "Dorea"
"10193" "27eb20d4a54cc3fc94c986337069643f" 1178 "fermentation" 3903 "Selenomonas"
"10200" "27eb20d4a54cc3fc94c986337069643f" 1177 "chemoheterotrophy" 3903 "Selenomonas"
"10585" "2b68a8d3523081e47f90a17f52b2e3bd" 1280 "chemoheterotrophy" 9260 "Lactobacillus"
"10613" "2b68a8d3523081e47f90a17f52b2e3bd" 1281 "fermentation" 9260 "Lactobacillus"
"10977" "2e4fa889c279faffb7932a883baa6372" 1335 "fermentation" 9003 "Selenomonas"
"10991" "2e4fa889c279faffb7932a883baa6372" 1334 "chemoheterotrophy" 9003 "Selenomonas"
"11369" "2eba15c367107760564a6a174155e3d5" 1346 "chemoheterotrophy" 10865 "Selenomonas"
"11397" "2eba15c367107760564a6a174155e3d5" 1347 "fermentation" 10865 "Selenomonas"
"11761" "304c5c161b5b0a04c34e003c9e81faf1" 1394 "fermentation" 2539 "Succinivibrio"
"11768" "304c5c161b5b0a04c34e003c9e81faf1" 1393 "chemoheterotrophy" 2539 "Succinivibrio"
"12153" "3295a5b2ef49d9a0996028712aae970b" 1464 "fermentation" 7570 "Dorea"
"12160" "3295a5b2ef49d9a0996028712aae970b" 1462 "animal_parasites_or_symbionts" 7570 "Dorea"
"12167" "3295a5b2ef49d9a0996028712aae970b" 1463 "chemoheterotrophy" 7570 "Dorea"
"12230" "3295a5b2ef49d9a0996028712aae970b" 1466 "human_gut" 7570 "Dorea"
"12335" "3295a5b2ef49d9a0996028712aae970b" 1465 "human_associated" 7570 "Dorea"
"12405" "3295a5b2ef49d9a0996028712aae970b" 1467 "mammal_gut" 7570 "Dorea"
