"X2" "X1.x" "X3.x" "X1.y" "X3.y"
"1" "0090c0de7fe5b3e72943aacfcc16f2f0" 21 "chemoheterotrophy" 4648 "Streptococcus"
"22" "0090c0de7fe5b3e72943aacfcc16f2f0" 22 "fermentation" 4648 "Streptococcus"
"393" "01fb9084696d18177de7c6e83bd82fe6" 51 "chemoheterotrophy" 9030 "Lactococcus"
"407" "01fb9084696d18177de7c6e83bd82fe6" 52 "fermentation" 9030 "Lactococcus"
"785" "020910b74fa218c671bcd0da184e833b" 61 "chemoheterotrophy" 10234 "Pedobacter"
"890" "020910b74fa218c671bcd0da184e833b" 60 "aerobic_chemoheterotrophy" 10234 "Pedobacter"
"1177" "0259782a3c4331cc14dbb2855554a2c8" 68 "aerobic_chemoheterotrophy" 5316 "Elizabethkingia"
"1191" "0259782a3c4331cc14dbb2855554a2c8" 69 "chemoheterotrophy" 5316 "Elizabethkingia"
"1569" "027707b1c1d153fa7f2665fa69263977" 81 "aerobic_chemoheterotrophy" 700 "Gluconacetobacter"
"1590" "027707b1c1d153fa7f2665fa69263977" 82 "chemoheterotrophy" 700 "Gluconacetobacter"
"1961" "02d920ae74c01901252ac129ce556fe9" 98 "chemoheterotrophy" 1280 "Acinetobacter"
"1968" "02d920ae74c01901252ac129ce556fe9" 97 "aromatic_compound_degradation" 1280 "Acinetobacter"
"2017" "02d920ae74c01901252ac129ce556fe9" 96 "aerobic_chemoheterotrophy" 1280 "Acinetobacter"
"2549" "0339ef0314f92ad0e79130b87c63c9fa" 121 "aerobic_chemoheterotrophy" 1434 "Elizabethkingia"
"2577" "0339ef0314f92ad0e79130b87c63c9fa" 122 "chemoheterotrophy" 1434 "Elizabethkingia"
"2941" "033e29773320148b3c672d245c5f1a26" 124 "aromatic_compound_degradation" 2576 "Acinetobacter"
"2948" "033e29773320148b3c672d245c5f1a26" 123 "aerobic_chemoheterotrophy" 2576 "Acinetobacter"
"2955" "033e29773320148b3c672d245c5f1a26" 125 "chemoheterotrophy" 2576 "Acinetobacter"
"3529" "044e4d9a2cef568052beb370f515407a" 180 "chemoheterotrophy" 8087 "Alkanindiges"
"3536" "044e4d9a2cef568052beb370f515407a" 179 "aliphatic_non_methane_hydrocarbon_degradation" 8087 "Alkanindiges"
"3543" "044e4d9a2cef568052beb370f515407a" 181 "hydrocarbon_degradation" 8087 "Alkanindiges"
"4117" "05e4af338300f3938f3f8c23d1a998cb" 214 "hydrocarbon_degradation" 352 "Alkanindiges"
"4215" "05e4af338300f3938f3f8c23d1a998cb" 212 "aliphatic_non_methane_hydrocarbon_degradation" 352 "Alkanindiges"
"4229" "05e4af338300f3938f3f8c23d1a998cb" 213 "chemoheterotrophy" 352 "Alkanindiges"
"4705" "05f7c9b56186c9d6956a3424b18f417a" 220 "human_pathogens_meningitis" 40 "Streptococcus"
"4712" "05f7c9b56186c9d6956a3424b18f417a" 221 "human_pathogens_septicemia" 40 "Streptococcus"
"4866" "05f7c9b56186c9d6956a3424b18f417a" 219 "human_pathogens_all" 40 "Streptococcus"
"5076" "05f7c9b56186c9d6956a3424b18f417a" 215 "animal_parasites_or_symbionts" 40 "Streptococcus"
"5104" "05f7c9b56186c9d6956a3424b18f417a" 217 "fermentation" 40 "Streptococcus"
"5111" "05f7c9b56186c9d6956a3424b18f417a" 216 "chemoheterotrophy" 40 "Streptococcus"
"5139" "05f7c9b56186c9d6956a3424b18f417a" 218 "human_associated" 40 "Streptococcus"
"6077" "063210978c72f49eb037b1a00ac43a70" 224 "aerobic_chemoheterotrophy" 1389 "Elizabethkingia"
"6084" "063210978c72f49eb037b1a00ac43a70" 225 "chemoheterotrophy" 1389 "Elizabethkingia"
"6469" "06c0d5e5ce79db7d32583cf3f8f71d5f" 236 "aerobic_chemoheterotrophy" 10399 "Pedobacter"
"6476" "06c0d5e5ce79db7d32583cf3f8f71d5f" 237 "chemoheterotrophy" 10399 "Pedobacter"
"6861" "074d0fbeda2fa2baf9b77fdba9404720" 261 "human_pathogens_septicemia" 1316 "Streptococcus"
"6903" "074d0fbeda2fa2baf9b77fdba9404720" 260 "human_pathogens_meningitis" 1316 "Streptococcus"
"6987" "074d0fbeda2fa2baf9b77fdba9404720" 259 "human_pathogens_all" 1316 "Streptococcus"
