"X2" "X1.x" "X3.x" "X1.y" "X3.y"
"1" "0299d1fdb3d6d68197b34c0095af67e8" 83 "aerobic_chemoheterotrophy" 2694 "Sphingobium"
"21" "0299d1fdb3d6d68197b34c0095af67e8" 84 "chemoheterotrophy" 2694 "Sphingobium"
"941" "038b592aba4cd146a7aecea5db8f509d" 140 "chemoheterotrophy" 3228 "Rheinheimera"
"971" "038b592aba4cd146a7aecea5db8f509d" 139 "aerobic_chemoheterotrophy" 3228 "Rheinheimera"
"1881" "03e9525622eec9d8804974b6d3a27cd2" 156 "ureolysis" 7929 "Arthrobacter"
"2351" "08c819c33a44eb1f54b0de9efdc5d866" 315 "chemoheterotrophy" 3785 "Sphingobium"
"2361" "08c819c33a44eb1f54b0de9efdc5d866" 314 "aerobic_chemoheterotrophy" 3785 "Sphingobium"
"3291" "0e2e0af0ceb0e935d47ec6403fe456cc" 452 "aerobic_chemoheterotrophy" 5560 "Rheinheimera"
"3301" "0e2e0af0ceb0e935d47ec6403fe456cc" 453 "chemoheterotrophy" 5560 "Rheinheimera"
"3311" "0e2e0af0ceb0e935d47ec6403fe456cc" 454 "nitrate_reduction" 5560 "Rheinheimera"
"4701" "0f5e982b3cc18680fb0f4f079e253fd7" 485 "chemoheterotrophy" 10070 "Aeromonas"
"4711" "0f5e982b3cc18680fb0f4f079e253fd7" 486 "fermentation" 10070 "Aeromonas"
"4731" "0f5e982b3cc18680fb0f4f079e253fd7" 487 "nitrate_reduction" 10070 "Aeromonas"
"6111" "14a138201508290f2a7a82284274ec03" 608 "chemoheterotrophy" 2826 "Sphingobium"
"6201" "14a138201508290f2a7a82284274ec03" 607 "aerobic_chemoheterotrophy" 2826 "Sphingobium"
"7051" "181aa4b6a8f6e64e0f8fb91520015bec" 710 "nitrate_reduction" 7941 "Rheinheimera"
"7101" "181aa4b6a8f6e64e0f8fb91520015bec" 709 "chemoheterotrophy" 7941 "Rheinheimera"
"7241" "181aa4b6a8f6e64e0f8fb91520015bec" 708 "aerobic_chemoheterotrophy" 7941 "Rheinheimera"
"8461" "1b502bb2558e649f57c4d48b3f6e4906" 781 "aerobic_chemoheterotrophy" 5486 "Sphingobium"
"8471" "1b502bb2558e649f57c4d48b3f6e4906" 782 "chemoheterotrophy" 5486 "Sphingobium"
"9401" "1d310b36eb1f2f96664effe7e826ffe2" 830 "fermentation" 1219 "Aeromonas"
"9421" "1d310b36eb1f2f96664effe7e826ffe2" 831 "nitrate_reduction" 1219 "Aeromonas"
"9451" "1d310b36eb1f2f96664effe7e826ffe2" 829 "chemoheterotrophy" 1219 "Aeromonas"
"10811" "1da9606a622a3708c24d90c52b0b77ef" 850 "nitrate_reduction" 9381 "Rheinheimera"
"10841" "1da9606a622a3708c24d90c52b0b77ef" 848 "aerobic_chemoheterotrophy" 9381 "Rheinheimera"
"10861" "1da9606a622a3708c24d90c52b0b77ef" 849 "chemoheterotrophy" 9381 "Rheinheimera"
"12221" "249e7e97e9a526bcf8ba840b6f4d622d" 1078 "nitrate_reduction" 9811 "Aeromonas"
"12231" "249e7e97e9a526bcf8ba840b6f4d622d" 1077 "fermentation" 9811 "Aeromonas"
"12251" "249e7e97e9a526bcf8ba840b6f4d622d" 1076 "chemoheterotrophy" 9811 "Aeromonas"
"13631" "28353b68432c931090c4ce617b40e77e" 1183 "aerobic_chemoheterotrophy" 3459 "Rheinheimera"
"13641" "28353b68432c931090c4ce617b40e77e" 1184 "chemoheterotrophy" 3459 "Rheinheimera"
"14571" "2beb52ff38ce3aa1dbdf4035612d6732" 1302 "chemoheterotrophy" 593 "Rheinheimera"
